Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,773469.0,729635.0
2024,935904.8277777777,841121.9944444444
2025,980514.7555555556,829513.0444444445
2026,980514.7555555556,831506.9611111112
2027,975111.0888888888,847371.4277777778
2028,1017234.4555555554,893488.2944444445
