Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,188317.0,196023.0
2024,336676.3416666667,328936.75833333336
2025,444967.5728632479,424256.8950854701
2026,509125.1395299146,480776.92841880355
2027,504995.5527777779,492904.49722222245
2028,610745.3527777778,570427.2027777778
2029,600103.5194444446,568576.9472222223
2030,655846.4694444445,574767.1305555557
