Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,127668.0,135251.0
2024,158864.8,225054.4055555556
2025,204514.2611111111,316810.9944444444
2026,321904.2833333334,455512.2111111111
2027,323151.10000000003,456462.4777777778
2028,320281.64999999997,453271.52777777775
2029,332614.99999999994,461792.3444444445
2030,292214.81111111114,476508.7277777778
