Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,220294.0,222795.0
2024,360989.0,433278.30000000005
2025,367563.3166666666,428060.9388888889
2026,346574.2388888889,405247.33888888895
2027,409397.57777777774,495186.3888888889
2028,387336.1388888889,514885.6555555556
