Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,115015.0,118389.0
2024,165977.3411111111,159248.03888888884
2025,178334.29060606056,175320.1833333333
2026,194186.09060606055,179625.42777777772
2027,190583.0461616161,181502.2277777777
2028,270372.9128282828,264286.2666666666
