Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,245796.0,245547.0
2024,311114.19444444444,309847.8333333333
2025,296154.47222222225,300541.8333333333
2026,314567.69444444444,317828.4555555556
2027,287710.9555555556,289188.39444444445
2028,264450.641025641,259575.8576923077
