Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,4838.0,3784.999999999971
2024,46362.138888888876,56398.72777777776
2025,41430.71666666666,67869.41666666664
2026,135820.26111111112,162258.9611111111
2027,133125.54444444444,162181.9166666667
2028,135854.79444444444,164911.16666666666
2029,112627.73888888891,148536.49444444446
2030,120361.24444444446,148536.49444444446
