Year,AdjustedForecastedDemand_InTraffic,AdjustedForecastedDemand_OutTraffic
2023,62055.0,58871.0
2024,66288.68888888886,62464.59999999998
2025,67578.07499999998,61393.97499999995
2026,69134.5083333333,63738.47499999995
2027,81311.85333333327,64925.01098484846
2028,87892.25095238088,65457.59564093311
2029,195493.50373015864,173893.10027056275
2030,195493.50373015864,173893.10027056275
