State,District,Year,GDP
Assam,GOALPARA,2004-05,1055.84
Assam,GOALPARA,2005-06,1112.77
Assam,GOALPARA,2006-07,1194.21
Assam,GOALPARA,2007-08,1270.88
Assam,GOALPARA,2009-10,1641.89
Assam,GOLAGHAT,1999-00,1301.63
Assam,GOLAGHAT,2000-01,1326.24
Assam,GOLAGHAT,2001-02,1361.96
Assam,GOLAGHAT,2002-03,1462.89
Assam,GOLAGHAT,2003-04,1533.13
Assam,GOLAGHAT,2004-05,1374.54
Assam,GOLAGHAT,2005-06,1683.17
Assam,GOLAGHAT,2006-07,1807.86
Assam,GOLAGHAT,2007-08,1916.2
Assam,GOLAGHAT,2009-10,2483.06
Assam,HAILAKANDI,1999-00,482.15
Assam,HAILAKANDI,2000-01,495.61
Assam,HAILAKANDI,2001-02,509.97
Assam,HAILAKANDI,2002-03,541.97
Assam,HAILAKANDI,2003-04,576.8
Assam,HAILAKANDI,2004-05,826.98
Assam,HAILAKANDI,2005-06,862.5
Assam,HAILAKANDI,2006-07,915.74
Assam,HAILAKANDI,2007-08,972.08
Assam,HAILAKANDI,2009-10,1245.39
Assam,JORHAT,1999-00,1968.38
Assam,JORHAT,2000-01,2045.71
Assam,JORHAT,2001-02,2098.03
Assam,JORHAT,2002-03,2242.36
Assam,JORHAT,2003-04,2375.48
Assam,JORHAT,2004-05,2256.15
Assam,JORHAT,2005-06,2336.68
Assam,JORHAT,2006-07,2517.48
Assam,JORHAT,2007-08,2686.84
Assam,JORHAT,2009-10,3519.33
Assam,KAMRUP,2004-05,2574.8
Assam,KAMRUP,2005-06,2778.6
Assam,KAMRUP,2006-07,2976.59
Assam,KAMRUP,2007-08,3176.85
Assam,KAMRUP METROPOLITAN,2009-10,5171.78
Assam,KAMRUP METROPOLITAN,2004-05,3427.08
Assam,KAMRUP METROPOLITAN,2005-06,3407.66
Assam,KAMRUP METROPOLITAN,2006-07,3691.81
Assam,KAMRUP METROPOLITAN,2007-08,3990.94
Assam,KAMRUP RURAL,2009-10,4147.15
Assam,KARBI ANGLONG,1999-00,863.49
Assam,KARBI ANGLONG,2000-01,896.94
Assam,KARBI ANGLONG,2001-02,912.38
Assam,KARBI ANGLONG,2002-03,968.77
Assam,KARBI ANGLONG,2003-04,1027.17
Assam,KARBI ANGLONG,2004-05,1309.75
Assam,KARBI ANGLONG,2005-06,1476.13
Assam,KARBI ANGLONG,2006-07,1561.23
Assam,KARBI ANGLONG,2007-08,1635.2
Assam,KARBI-ANGLONG,2009-10,2198.39
Assam,KARIMGANJ,1999-00,977.87
Assam,KARIMGANJ,2000-01,990.9
Assam,KARIMGANJ,2001-02,1032.48
Assam,KARIMGANJ,2002-03,1123.48
Assam,KARIMGANJ,2003-04,1206.24
Assam,KARIMGANJ,2004-05,1550.13
Assam,KARIMGANJ,2005-06,1634.9
Assam,KARIMGANJ,2006-07,1744.81
Assam,KARIMGANJ,2007-08,1851.25
Assam,KARIMGANJ,2009-10,2394.45
Assam,KOKRAJHAR,1999-00,1025.66
Assam,KOKRAJHAR,2000-01,1066.2
Assam,KOKRAJHAR,2001-02,1099.21
Assam,KOKRAJHAR,2002-03,1188.45
Assam,KOKRAJHAR,2003-04,1265.83
Assam,KOKRAJHAR,2004-05,1479.03
Assam,KOKRAJHAR,2005-06,1506.18
Assam,KOKRAJHAR,2006-07,1665.12
Assam,KOKRAJHAR,2007-08,1744.23
Assam,KOKRAJHAR,2009-10,2272.06
Assam,LAKHIMPUR,1999-00,822.55
Assam,LAKHIMPUR,2000-01,845.08
Assam,LAKHIMPUR,2001-02,862.7
Assam,LAKHIMPUR,2002-03,907.65
Assam,LAKHIMPUR,2003-04,959.4
Assam,LAKHIMPUR,2004-05,1198.8
Assam,LAKHIMPUR,2005-06,1272.77
Assam,LAKHIMPUR,2006-07,1348.33
Assam,LAKHIMPUR,2007-08,1412.63
Assam,LAKHIMPUR,2009-10,1849.75
Assam,MORIGAON,1999-00,723.08
Assam,MORIGAON,2000-01,741.5
Assam,MORIGAON,2001-02,760.38
Assam,MORIGAON,2002-03,809.56
Assam,MORIGAON,2003-04,847.17
Assam,MORIGAON,2004-05,983.75
Assam,MORIGAON,2005-06,1071.31
Assam,MORIGAON,2006-07,1141.68
Assam,MORIGAON,2007-08,1213.38
Assam,MORIGAON,2009-10,1571.16
Assam,NAGAON,1999-00,1933.73
Assam,NAGAON,2000-01,1965.36
Assam,NAGAON,2001-02,2028.57
Assam,NAGAON,2002-03,2180.4
Assam,NAGAON,2003-04,2317.54
Assam,NAGAON,2004-05,2434.73
Assam,NAGAON,2005-06,2551.3
Assam,NAGAON,2006-07,2722.82
Assam,NAGAON,2007-08,2873.12
Assam,NAGAON,2009-10,3675.86
Assam,NALBARI,1999-00,1066.84
Assam,NALBARI,2000-01,1077.86
Assam,NALBARI,2001-02,1131.61
Assam,NALBARI,2002-03,1232.5
Assam,NALBARI,2003-04,1325.93
Assam,NALBARI,2004-05,1078.91
Assam,NALBARI,2005-06,1130.21
Assam,NALBARI,2006-07,1205.99
Assam,NALBARI,2007-08,1280.26
Assam,NALBARI,2009-10,1663.11
Assam,NORTH CACHAR HILLS,1999-00,353.48
Assam,NORTH CACHAR HILLS,2000-01,361.91
Assam,NORTH CACHAR HILLS,2001-02,366.32
Assam,NORTH CACHAR HILLS,2002-03,384.81
Assam,NORTH CACHAR HILLS,2003-04,404.68
Assam,NORTH CACHAR HILLS,2004-05,486.2
Assam,NORTH CACHAR HILLS,2005-06,506.66
Assam,NORTH CACHAR HILLS,2006-07,537.4
Assam,NORTH CACHAR HILLS,2007-08,566.44
Assam,SIVASAGAR,2009-10,5288.14
Assam,SIVSAGAR,1999-00,2523.9
Assam,SIVSAGAR,2000-01,2589.01
Assam,SIVSAGAR,2001-02,2594.77
Assam,SIVSAGAR,2002-03,2738.68
Assam,SIVSAGAR,2003-04,2860.79
Assam,SIVSAGAR,2004-05,2693.1
Assam,SIVSAGAR,2005-06,2889.89
Assam,SIVSAGAR,2006-07,3089.06
Assam,SIVSAGAR,2007-08,3265.91
Assam,SONITPUR,1999-00,1624.76
Assam,SONITPUR,2000-01,1662.02
Assam,SONITPUR,2001-02,1720.29
Assam,SONITPUR,2002-03,1852.4
Assam,SONITPUR,2003-04,1974.05
Assam,SONITPUR,2004-05,2092.06
Assam,SONITPUR,2005-06,2186.38
Assam,SONITPUR,2006-07,2330.29
Assam,SONITPUR,2007-08,2455.63
Assam,SONITPUR,2009-10,3168.47
Assam,TINSUKIA,1999-00,2061.17
Assam,TINSUKIA,2000-01,2140.23
Assam,TINSUKIA,2001-02,2179.84
Assam,TINSUKIA,2002-03,2325.98
Assam,TINSUKIA,2003-04,2476.53
Assam,TINSUKIA,2004-05,2597.14
Assam,TINSUKIA,2005-06,2784.14
Assam,TINSUKIA,2006-07,2988.39
Assam,TINSUKIA,2007-08,3167.13
Assam,TINSUKIA,2009-10,4690.19
Assam,UDALGURI,2004-05,1034.51
Assam,UDALGURI,2005-06,1050.36
Assam,UDALGURI,2006-07,1119.54
Assam,UDALGURI,2007-08,1215.93
Assam,UDALGURI,2009-10,1548.3
Bihar,ARARIA,1999-00,886.89
Bihar,ARARIA,2000-01,997.93
Bihar,ARARIA,2001-02,930.74
Bihar,ARARIA,2002-03,1005.23
Bihar,ARARIA,2003-04,996.64
Bihar,ARARIA,2004-05,1220.2849999999999
Bihar,ARARIA,2005-06,1436.277553
Bihar,ARARIA,2006-07,1543.766767
Bihar,ARARIA,2007-08,1697.371703
Bihar,ARARIA,2008-09,1819.03826
Bihar,ARARIA,2009-10,1905.592596
Bihar,ARARIA,2010-11,96.80636738
Bihar,ARWAL,1999-00,263.82
Bihar,ARWAL,2000-01,285.24
Bihar,ARWAL,2001-02,282.22
Bihar,ARWAL,2002-03,286.6
Bihar,ARWAL,2003-04,306.42
Bihar,ARWAL,2004-05,315.625
Bihar,ARWAL,2005-06,366.2419803
Bihar,ARWAL,2006-07,413.5753989
Bihar,ARWAL,2007-08,436.9862934
Bihar,ARWAL,2008-09,467.7567073
Bihar,ARWAL,2009-10,495.6194725
Bihar,ARWAL,2010-11,63.17837348
Bihar,AURANGABAD,1999-00,1000.92
Bihar,AURANGABAD,2000-01,1074.53
Bihar,AURANGABAD,2001-02,1114.16
Bihar,AURANGABAD,2002-03,1159.61
Bihar,AURANGABAD,2003-04,1166.92
Bihar,AURANGABAD,2004-05,1245.005
Bihar,AURANGABAD,2005-06,1359.055026
Bihar,AURANGABAD,2006-07,1674.895319
Bihar,AURANGABAD,2007-08,1778.026591
Bihar,AURANGABAD,2008-09,1822.876972
Bihar,AURANGABAD,2009-10,1931.652994
Bihar,AURANGABAD,2010-11,142.6742468
Bihar,BANKA,1999-00,681.84
Bihar,BANKA,2000-01,717.57
Bihar,BANKA,2001-02,703.34
Bihar,BANKA,2002-03,774.24
Bihar,BANKA,2003-04,804.49
Bihar,BANKA,2004-05,972.3899999999999
Bihar,BANKA,2005-06,1030.737488
Bihar,BANKA,2006-07,1212.051793
Bihar,BANKA,2007-08,1251.509
Bihar,BANKA,2008-09,1343.149064
Bihar,BANKA,2009-10,1396.557229
Bihar,BANKA,2010-11,84.89043739
Bihar,BEGUSARAI,1999-00,1747.91
Bihar,BEGUSARAI,2000-01,1946.86
Bihar,BEGUSARAI,2001-02,1903.94
Bihar,BEGUSARAI,2002-03,2204.41
Bihar,BEGUSARAI,2003-04,1870.7
Bihar,BEGUSARAI,2004-05,2584.095
Bihar,BEGUSARAI,2005-06,2645.533884
Bihar,BEGUSARAI,2006-07,2953.558813
Bihar,BEGUSARAI,2007-08,3323.209306
Bihar,BEGUSARAI,2008-09,4017.943944
Bihar,BEGUSARAI,2009-10,3883.659675
Bihar,BEGUSARAI,2010-11,169.8020023
Bihar,BHABHUA,1999-00,681.95
Bihar,BHABHUA,2000-01,896.47
Bihar,BHABHUA,2001-02,740.21
Bihar,BHABHUA,2002-03,776.55
Bihar,BHABHUA,2003-04,806.52
Bihar,BHABHUA,2004-05,830.495
Bihar,BHABHUA,2005-06,957.0298287
Bihar,BHABHUA,2006-07,1056.264313
Bihar,BHABHUA,2007-08,1144.262621
Bihar,BHABHUA,2008-09,1244.327438
Bihar,BHABHUA,2009-10,1179.118233
Bihar,BHABHUA,2010-11,72.44631902
Bihar,BHAGALPUR,1999-00,1551.67
Bihar,BHAGALPUR,2000-01,1684.2
Bihar,BHAGALPUR,2001-02,1757.42
Bihar,BHAGALPUR,2002-03,1887.63
Bihar,BHAGALPUR,2003-04,2001.88
Bihar,BHAGALPUR,2004-05,2357.675
Bihar,BHAGALPUR,2005-06,2743.76879
Bihar,BHAGALPUR,2006-07,3075.230581
Bihar,BHAGALPUR,2007-08,3294.701287
Bihar,BHAGALPUR,2008-09,3627.923904
Bihar,BHAGALPUR,2009-10,3941.960109
Bihar,BHAGALPUR,2010-11,312.0536984
Bihar,BHOJPUR,1999-00,1239.83
Bihar,BHOJPUR,2000-01,1529.77
Bihar,BHOJPUR,2001-02,1484.55
Bihar,BHOJPUR,2002-03,1393.22
Bihar,BHOJPUR,2003-04,1395.24
Bihar,BHOJPUR,2004-05,1495.9499999999998
Bihar,BHOJPUR,2005-06,1786.839481
Bihar,BHOJPUR,2006-07,2069.082253
Bihar,BHOJPUR,2007-08,2211.294845
Bihar,BHOJPUR,2008-09,2518.754376
Bihar,BHOJPUR,2009-10,2564.783002
Bihar,BHOJPUR,2010-11,284.3977545
Bihar,BUXAR,1999-00,761.04
Bihar,BUXAR,2000-01,849.41
Bihar,BUXAR,2001-02,761.81
Bihar,BUXAR,2002-03,808.22
Bihar,BUXAR,2003-04,793.2
Bihar,BUXAR,2004-05,875.9300000000001
Bihar,BUXAR,2005-06,1101.794952
Bihar,BUXAR,2006-07,1231.869907
Bihar,BUXAR,2007-08,1355.573279
Bihar,BUXAR,2008-09,1424.811042
Bihar,BUXAR,2009-10,1431.087353
Bihar,BUXAR,2010-11,129.5963024
Bihar,DARBHANGA,1999-00,1516.72
Bihar,DARBHANGA,2000-01,2126.33
Bihar,DARBHANGA,2001-02,1788.98
Bihar,DARBHANGA,2002-03,1832.84
Bihar,DARBHANGA,2003-04,1782.71
Bihar,DARBHANGA,2004-05,2175.815
Bihar,DARBHANGA,2005-06,2433.822361
Bihar,DARBHANGA,2006-07,2715.955266
Bihar,DARBHANGA,2007-08,2892.48908
Bihar,DARBHANGA,2008-09,3226.809942
Bihar,DARBHANGA,2009-10,3499.827623
Bihar,DARBHANGA,2010-11,292.1304325
Bihar,EAST CHAMPARAN,1999-00,1764.31
Bihar,EAST CHAMPARAN,2000-01,2279.43
Bihar,EAST CHAMPARAN,2001-02,1772.71
Bihar,EAST CHAMPARAN,2002-03,2533.98
Bihar,EAST CHAMPARAN,2003-04,2066.7
Bihar,EAST CHAMPARAN,2004-05,2494.75
Bihar,EAST CHAMPARAN,2005-06,2596.596743
Bihar,EAST CHAMPARAN,2006-07,3062.116055
Bihar,EAST CHAMPARAN,2007-08,2817.725865
Bihar,EAST CHAMPARAN,2008-09,3773.364632
Bihar,EAST CHAMPARAN,2009-10,3466.493171
Bihar,EAST CHAMPARAN,2010-11,233.8606898
Bihar,GAYA,1999-00,1869.33
Bihar,GAYA,2000-01,2016.84
Bihar,GAYA,2001-02,2033.35
Bihar,GAYA,2002-03,2171.14
Bihar,GAYA,2003-04,2259.0
Bihar,GAYA,2004-05,2422.955
Bihar,GAYA,2005-06,2723.828473
Bihar,GAYA,2006-07,3233.319157
Bihar,GAYA,2007-08,3457.123256
Bihar,GAYA,2008-09,3628.888107
Bihar,GAYA,2009-10,3862.587685
Bihar,GAYA,2010-11,350.9494912
Bihar,GOPALGANG,1999-00,1020.65
Bihar,GOPALGANG,2000-01,1122.26
Bihar,GOPALGANG,2001-02,1087.71
Bihar,GOPALGANG,2002-03,1070.79
Bihar,GOPALGANG,2003-04,1122.66
Bihar,GOPALGANG,2004-05,1326.4650000000001
Bihar,GOPALGANG,2005-06,1529.971042
Bihar,GOPALGANG,2006-07,1754.934463
Bihar,GOPALGANG,2007-08,1866.667318
Bihar,GOPALGANG,2008-09,1933.316595
Bihar,GOPALGANG,2009-10,2092.028213
Bihar,GOPALGANG,2010-11,107.877196
Bihar,JAHANABAD,1999-00,457.46
Bihar,JAHANABAD,2000-01,499.27
Bihar,JAHANABAD,2001-02,496.4
Bihar,JAHANABAD,2002-03,509.97
Bihar,JAHANABAD,2003-04,531.64
Bihar,JAHANABAD,2004-05,1364.48
Bihar,JAHANABAD,2005-06,2307.754414
Bihar,JAHANABAD,2006-07,2518.545256
Bihar,JAHANABAD,2007-08,2667.262714
Bihar,JAHANABAD,2008-09,3017.227139
Bihar,JAHANABAD,2009-10,3071.887136
Bihar,JAHANABAD,2010-11,237.6213911
Bihar,JAMUI,1999-00,624.65
Bihar,JAMUI,2000-01,662.25
Bihar,JAMUI,2001-02,643.55
Bihar,JAMUI,2002-03,678.19
Bihar,JAMUI,2003-04,695.09
Bihar,JAMUI,2004-05,909.875
Bihar,JAMUI,2005-06,1127.744166
Bihar,JAMUI,2006-07,1219.050942
Bihar,JAMUI,2007-08,1310.123354
Bihar,JAMUI,2008-09,1370.210481
Bihar,JAMUI,2009-10,1489.100627
Bihar,JAMUI,2010-11,90.21457633
Bihar,JEHANABAD,2004-05,591.88
Bihar,JEHANABAD,2005-06,634.8271103
Bihar,JEHANABAD,2006-07,746.5474251
Bihar,JEHANABAD,2007-08,794.2107608
Bihar,JEHANABAD,2008-09,900.4001473
Bihar,JEHANABAD,2009-10,908.7517777
Bihar,JEHANABAD,2010-11,99.52477694
Bihar,KATIHAR,1999-00,1191.06
Bihar,KATIHAR,2000-01,1569.8
Bihar,KATIHAR,2001-02,1417.85
Bihar,KATIHAR,2002-03,1625.86
Bihar,KATIHAR,2003-04,1519.01
Bihar,KATIHAR,2004-05,1878.215
Bihar,KATIHAR,2005-06,1965.255749
Bihar,KATIHAR,2006-07,2190.462411
Bihar,KATIHAR,2007-08,2294.948917
Bihar,KATIHAR,2008-09,2483.778661
Bihar,KATIHAR,2009-10,2695.954381
Bihar,KATIHAR,2010-11,160.2101012
Bihar,KHAGARIA,1999-00,631.9
Bihar,KHAGARIA,2000-01,694.8
Bihar,KHAGARIA,2001-02,668.87
Bihar,KHAGARIA,2002-03,734.22
Bihar,KHAGARIA,2003-04,757.99
Bihar,KHAGARIA,2004-05,878.24
Bihar,KHAGARIA,2005-06,942.2348682
Bihar,KHAGARIA,2006-07,1065.049145
Bihar,KHAGARIA,2007-08,1190.141634
Bihar,KHAGARIA,2008-09,1258.083158
Bihar,KHAGARIA,2009-10,1309.302926
Bihar,KHAGARIA,2010-11,67.86164383
Bihar,KISANGANG,1999-00,607.44
Bihar,KISANGANG,2000-01,711.66
Bihar,KISANGANG,2001-02,654.27
Bihar,KISANGANG,2002-03,688.08
Bihar,KISANGANG,2003-04,698.85
Bihar,KISANGANG,2004-05,868.005
Bihar,KISANGANG,2005-06,993.2756312
Bihar,KISANGANG,2006-07,1109.941234
Bihar,KISANGANG,2007-08,1111.764727
Bihar,KISANGANG,2008-09,1207.87842
Bihar,KISANGANG,2009-10,1236.542863
Bihar,KISANGANG,2010-11,59.79092529
Bihar,LAKHISARAI,1999-00,411.19
Bihar,LAKHISARAI,2000-01,448.25
Bihar,LAKHISARAI,2001-02,446.66
Bihar,LAKHISARAI,2002-03,501.56
Bihar,LAKHISARAI,2003-04,495.19
Bihar,LAKHISARAI,2004-05,562.65
Bihar,LAKHISARAI,2005-06,646.5262605
Bihar,LAKHISARAI,2006-07,779.1505177
Bihar,LAKHISARAI,2007-08,833.3549835
Bihar,LAKHISARAI,2008-09,876.0611489
Bihar,LAKHISARAI,2009-10,952.1142887
Bihar,LAKHISARAI,2010-11,53.62168494
Bihar,MADHEPURA,1999-00,681.41
Bihar,MADHEPURA,2000-01,869.99
Bihar,MADHEPURA,2001-02,738.16
Bihar,MADHEPURA,2002-03,818.26
Bihar,MADHEPURA,2003-04,804.1
Bihar,MADHEPURA,2004-05,974.17
Bihar,MADHEPURA,2005-06,1033.583342
Bihar,MADHEPURA,2006-07,1163.152969
Bihar,MADHEPURA,2007-08,1231.558236
Bihar,MADHEPURA,2008-09,1142.669937
Bihar,MADHEPURA,2009-10,1239.927528
Bihar,MADHEPURA,2010-11,71.537835
Bihar,MADHUBANI,1999-00,1561.3
Bihar,MADHUBANI,2000-01,2529.11
Bihar,MADHUBANI,2001-02,1905.1
Bihar,MADHUBANI,2002-03,3099.41
Bihar,MADHUBANI,2003-04,1648.35
Bihar,MADHUBANI,2004-05,2629.745
Bihar,MADHUBANI,2005-06,2148.16459
Bihar,MADHUBANI,2006-07,2644.74729
Bihar,MADHUBANI,2007-08,2506.486635
Bihar,MADHUBANI,2008-09,3041.934586
Bihar,MADHUBANI,2009-10,3030.708739
Bihar,MADHUBANI,2010-11,230.5225392
Bihar,MUNGER,1999-00,958.73
Bihar,MUNGER,2000-01,996.76
Bihar,MUNGER,2001-02,1056.26
Bihar,MUNGER,2002-03,1058.4
Bihar,MUNGER,2003-04,1140.55
Bihar,MUNGER,2004-05,1302.0500000000002
Bihar,MUNGER,2005-06,1487.31202
Bihar,MUNGER,2006-07,1654.621314
Bihar,MUNGER,2007-08,1946.563909
Bihar,MUNGER,2008-09,2094.532177
Bihar,MUNGER,2009-10,2306.010574
Bihar,MUNGER,2010-11,178.5065469
Bihar,MUZAFFARPUR,1999-00,2395.42
Bihar,MUZAFFARPUR,2000-01,2542.23
Bihar,MUZAFFARPUR,2001-02,2568.71
Bihar,MUZAFFARPUR,2002-03,2773.48
Bihar,MUZAFFARPUR,2003-04,2674.25
Bihar,MUZAFFARPUR,2004-05,3265.405
Bihar,MUZAFFARPUR,2005-06,3468.132881
Bihar,MUZAFFARPUR,2006-07,3950.722889
Bihar,MUZAFFARPUR,2007-08,4133.761298
Bihar,MUZAFFARPUR,2008-09,4869.894233
Bihar,MUZAFFARPUR,2009-10,5198.731428
Bihar,MUZAFFARPUR,2010-11,400.1132661
Bihar,NALANDA,1999-00,1269.13
Bihar,NALANDA,2000-01,1393.03
Bihar,NALANDA,2001-02,1336.64
Bihar,NALANDA,2002-03,1405.74
Bihar,NALANDA,2003-04,1425.31
Bihar,NALANDA,2004-05,1519.01
Bihar,NALANDA,2005-06,1769.335849
Bihar,NALANDA,2006-07,1950.131535
Bihar,NALANDA,2007-08,2106.732623
Bihar,NALANDA,2008-09,2308.549885
Bihar,NALANDA,2009-10,2500.325319
Bihar,NALANDA,2010-11,223.5927076
Bihar,NAWADA,1999-00,810.4
Bihar,NAWADA,2000-01,859.67
Bihar,NAWADA,2001-02,859.99
Bihar,NAWADA,2002-03,931.53
Bihar,NAWADA,2003-04,942.44
Bihar,NAWADA,2004-05,980.405
Bihar,NAWADA,2005-06,1113.72351
Bihar,NAWADA,2006-07,1330.263336
Bihar,NAWADA,2007-08,1430.032968
Bihar,NAWADA,2008-09,1554.817037
Bihar,NAWADA,2009-10,1636.777176
Bihar,NAWADA,2010-11,111.4477494
Bihar,PATNA,1999-00,10355.18
Bihar,PATNA,2000-01,11488.45
Bihar,PATNA,2001-02,11761.9
Bihar,PATNA,2002-03,13552.04
Bihar,PATNA,2003-04,13721.33
Bihar,PATNA,2004-05,17274.825
Bihar,PATNA,2005-06,17869.95356
Bihar,PATNA,2006-07,20835.53166
Bihar,PATNA,2007-08,23239.17347
Bihar,PATNA,2008-09,26409.83459
Bihar,PATNA,2009-10,29446.41182
Bihar,PATNA,2010-11,1554.62744
Bihar,PURNIA,1999-00,1225.58
Bihar,PURNIA,2000-01,1527.32
Bihar,PURNIA,2001-02,1388.96
Bihar,PURNIA,2002-03,1451.76
Bihar,PURNIA,2003-04,1485.47
Bihar,PURNIA,2004-05,1735.3449999999998
Bihar,PURNIA,2005-06,1952.53286
Bihar,PURNIA,2006-07,2134.740716
Bihar,PURNIA,2007-08,2245.499721
Bihar,PURNIA,2008-09,2456.042017
Bihar,PURNIA,2009-10,2686.51598
Bihar,PURNIA,2010-11,169.9921501
Bihar,ROHTAS,1999-00,1486.02
Bihar,ROHTAS,2000-01,1711.35
Bihar,ROHTAS,2001-02,1691.03
Bihar,ROHTAS,2002-03,1745.07
Bihar,ROHTAS,2003-04,1780.25
Bihar,ROHTAS,2004-05,1864.24
Bihar,SAHARSA,1999-00,827.97
Bihar,SAHARSA,2000-01,1023.2
Bihar,SAHARSA,2001-02,904.59
Bihar,SAHARSA,2002-03,984.5
Bihar,SAHARSA,2003-04,971.52
Bihar,SAHARSA,2004-05,1155.6
Bihar,SAHARSA,2005-06,1243.879056
Bihar,SAHARSA,2006-07,1378.7176
Bihar,SAHARSA,2007-08,1443.937517
Bihar,SAHARSA,2008-09,1530.280995
Bihar,SAHARSA,2009-10,1722.145478
Bihar,SAHARSA,2010-11,161.4566258
Bihar,SAMSTIPUR,1999-00,1666.73
Bihar,SAMSTIPUR,2000-01,2254.96
Bihar,SAMSTIPUR,2001-02,1937.7
Bihar,SAMSTIPUR,2002-03,1904.18
Bihar,SAMSTIPUR,2003-04,1756.84
Bihar,SAMSTIPUR,2004-05,2222.2799999999997
Bihar,SAMSTIPUR,2005-06,2392.043386
Bihar,SAMSTIPUR,2006-07,3076.745586
Bihar,SAMSTIPUR,2007-08,2880.114516
Bihar,SAMSTIPUR,2008-09,3273.859438
Bihar,SAMSTIPUR,2009-10,3382.930003
Bihar,SAMSTIPUR,2010-11,220.4235772
Bihar,SARAN,1999-00,1455.46
Bihar,SARAN,2000-01,1646.46
Bihar,SARAN,2001-02,1568.33
Bihar,SARAN,2002-03,1764.23
Bihar,SARAN,2003-04,1716.05
Bihar,SARAN,2004-05,1986.5900000000001
Bihar,SARAN,2005-06,2316.545066
Bihar,SARAN,2006-07,2490.550369
Bihar,SARAN,2007-08,2751.002196
Bihar,SARAN,2008-09,2879.400349
Bihar,SARAN,2009-10,3160.673785
Bihar,SARAN,2010-11,221.5222091
Bihar,SEKHPURA,1999-00,248.52
Bihar,SEKHPURA,2000-01,262.24
Bihar,SEKHPURA,2001-02,246.83
Bihar,SEKHPURA,2002-03,278.45
Bihar,SEKHPURA,2003-04,284.59
Bihar,SEKHPURA,2004-05,294.115
Bihar,SEKHPURA,2005-06,359.6300653
Bihar,SEKHPURA,2006-07,400.4303042
Bihar,SEKHPURA,2007-08,445.3496178
Bihar,SEKHPURA,2008-09,495.1670197
Bihar,SEKHPURA,2009-10,487.7330153
Bihar,SEKHPURA,2010-11,45.61434901
Bihar,SHEOHAR,1999-00,168.39
Bihar,SHEOHAR,2000-01,226.68
Bihar,SHEOHAR,2001-02,202.0
Bihar,SHEOHAR,2002-03,207.18
Bihar,SHEOHAR,2003-04,225.61
Bihar,SHEOHAR,2004-05,227.13
Bihar,SHEOHAR,2005-06,245.6388453
Bihar,SHEOHAR,2006-07,300.1974171
Bihar,SHEOHAR,2007-08,345.1145484
Bihar,SHEOHAR,2008-09,372.5842394
Bihar,SHEOHAR,2009-10,341.4837145
Bihar,SHEOHAR,2010-11,26.26152655
Bihar,SITAMARHI,1999-00,1118.78
Bihar,SITAMARHI,2000-01,1224.52
Bihar,SITAMARHI,2001-02,1266.27
Bihar,SITAMARHI,2002-03,1358.46
Bihar,SITAMARHI,2003-04,1210.44
Bihar,SITAMARHI,2004-05,1424.445
Bihar,SITAMARHI,2005-06,1650.643546
Bihar,SITAMARHI,2006-07,1957.740125
Bihar,SITAMARHI,2007-08,1934.824333
Bihar,SITAMARHI,2008-09,2272.905353
Bihar,SITAMARHI,2009-10,2381.643839
Bihar,SITAMARHI,2010-11,156.5127825
Bihar,SIWAN,1999-00,1227.12
Bihar,SIWAN,2000-01,1257.94
Bihar,SIWAN,2001-02,1287.65
Bihar,SIWAN,2002-03,1365.32
Bihar,SIWAN,2003-04,1370.59
Bihar,SIWAN,2004-05,1588.675
Bihar,SIWAN,2005-06,1780.065082
Bihar,SIWAN,2006-07,2420.364217
Bihar,SIWAN,2007-08,2249.35649
Bihar,SIWAN,2008-09,2658.30427
Bihar,SIWAN,2009-10,2460.984279
Bihar,SIWAN,2010-11,144.8081279
Bihar,SUPAUL,1999-00,792.83
Bihar,SUPAUL,2000-01,829.9
Bihar,SUPAUL,2001-02,854.29
Bihar,SUPAUL,2002-03,999.46
Bihar,SUPAUL,2003-04,853.93
Bihar,SUPAUL,2004-05,1104.3600000000001
Bihar,SUPAUL,2005-06,1134.505293
Bihar,SUPAUL,2006-07,1278.926005
Bihar,SUPAUL,2007-08,1281.75015
Bihar,SUPAUL,2008-09,1328.892778
Bihar,SUPAUL,2009-10,1414.347419
Bihar,SUPAUL,2010-11,96.278179
Bihar,VAISHALI,1999-00,1382.59
Bihar,VAISHALI,2000-01,1465.51
Bihar,VAISHALI,2001-02,1340.18
Bihar,VAISHALI,2002-03,1723.93
Bihar,VAISHALI,2003-04,1401.9
Bihar,VAISHALI,2004-05,1901.865
Bihar,VAISHALI,2005-06,2068.568497
Bihar,VAISHALI,2006-07,2402.349226
Bihar,VAISHALI,2007-08,2370.035701
Bihar,VAISHALI,2008-09,2917.009319
Bihar,VAISHALI,2009-10,3079.93293
Bihar,VAISHALI,2010-11,198.8734911
Bihar,WEST CHAMPARAN,1999-00,1657.79
Bihar,WEST CHAMPARAN,2000-01,2038.19
Bihar,WEST CHAMPARAN,2001-02,1844.03
Bihar,WEST CHAMPARAN,2002-03,1912.41
Bihar,WEST CHAMPARAN,2003-04,1901.3
Bihar,WEST CHAMPARAN,2004-05,2251.9
Bihar,WEST CHAMPARAN,2005-06,2544.60475
Bihar,WEST CHAMPARAN,2006-07,3099.494825
Bihar,WEST CHAMPARAN,2007-08,3003.857598
Bihar,WEST CHAMPARAN,2008-09,3287.345183
Bihar,WEST CHAMPARAN,2009-10,3455.504404
