economic_pca1,economic_pca2,tourism_pca1,tourism_pca2,education_pca1,education_pca2,population_pca1,population_pca2,City
0.0,0.0,-0.6184871594889384,-0.2001592432534907,18.898798336359302,19.53906536947031,3.999224469095151,0.48694080775176274,Ahmedabad
65.24591026190053,0.0,-0.2769033348270565,-0.46737992580770893,55.81340640842081,29.922359184305257,7.558203419869957,-0.5602159824549364,Bengaluru
50.14062783988043,0.0,0.5262813841748605,-0.9894988736900983,27.730276590399498,18.91807490602921,12.289024595567374,5.399945746477218,Mumbai
24.27932075975041,0.0,-0.5611345364618371,-0.28125964926296537,37.57912098202875,13.367145459763373,5.444350044939659,-2.4897065641615215,Pune
0.2719681884062373,0.0,1.595877855149966,6.120837415833537,10.699516729382356,7.84680925358544,1.9712745545001733,3.3170809356048596,Chennai
13.301115315705,0.0,-0.9352959666808628,-0.0379024607562786,5.842828016047158,7.56361465995298,0.700536767294204,2.766955036773476,Hyderabad
4.135324985069604,0.0,-0.9662939290286551,-0.01961002949391856,5.147118547870355,12.138193433952068,1.55694296255389,2.9951724761833316,Kolkata
0.0,0.0,0.9410424645520648,-1.2508844914770432,61.36336313419321,36.57004521778442,-2.7623214382028505,1.8738452138797603,Delhi
9.22775659496631,0.0,-1.3480285293361807,0.2287866387953515,4.827095483063551,3.0467058183917084,1.1916779220741633,-3.517349447610117,Visakhapatnam
0.12199355434436861,0.0,-0.6516891230110522,-0.2240464746691317,-5.184521031743303,0.45388734326841085,-1.8266878787523098,0.011769232379483062,Guwahati
-0.563644843322609,0.0,-0.1777401751177659,-0.5297133908203986,6.605643918924977,4.9713159948123264,1.3094716931132842,-1.4992639995539043,Patna
1.5320179942290038,0.0,-1.073514807407283,0.058213906152339824,-0.1524962017284427,3.837639316810268,0.703484884759627,-2.8352753813132225,Raipur
4.577384141727557,0.0,-1.068521662659508,0.04958814934202076,1.8910816413593046,5.678547855408616,0.4811676679973212,-0.4948700102721916,Thiruvananthapuram
-0.11164294830500242,0.0,0.6582896910569161,-1.0653516625710207,2.915283037071477,7.253773616191002,-0.8594568331854252,0.2798423435031046,Bhopal
2.8995423321669174,0.0,-0.6362698172052415,-0.23405978927699284,0.897809834645573,5.859864469723636,-1.2118584183348147,-1.8470573250518136,Bhubaneswar
-0.3467879860984069,0.0,-1.1110904997538742,0.07502508374574464,-1.5003371487484427,3.875631294959695,-1.4247574733554473,-0.5193916673419652,Amritsar
12.436082132425888,0.0,-0.389300375852357,-0.18785618303893192,15.965548598730122,12.93879500025481,2.368135189879278,-2.0589882622330045,Jaipur
2.8420951005950896,0.0,-0.9293605349828109,-0.04367619247061935,11.804661890724283,13.849029014750208,0.08720590683995952,0.08282821447966572,Lucknow
0.26531770586767467,0.0,-0.9761975032467114,-0.011706461703748294,0.9712780983147103,4.488339640959336,-1.577201169090989,-1.032313249777731,Dehradun
